age,gender,marital_status,dependents,education,self_employed,income_annual,loan_amount,loan_amount_term,credit_history,property_area,loan_grade,debt_to_income_ratio,delinquencies_2yrs,open_accounts,total_accounts,risk_score,default,application_date,app_year,app_month,app_quarter,app_dayofweek,app_weekend,days_since_reference,loan_to_income_ratio,monthly_payment,debt_to_income,credit_to_loan_ratio,income_per_dependent,payment_to_income_ratio,age_group,income_group,loan_amount_group,debt_burden,risk_score_bucket
34,Male,Single,1,Not Graduate,Yes,34955.0,40011.0,24,0,Urban,C,0.2026361124353028,0,3,10,309,1,2023-03-21,2023,3,1,1,0,80,1.1446431125733085,1667.125,0.5723215560901772,0.007722876208849494,17477.5,0.5723215562702811,25-34,Low,Medium,Medium,Very Poor
37,Male,Married,2,Graduate,No,23373.0,14637.0,24,0,Urban,C,0.0904173766910665,0,3,6,300,1,2023-02-05,2023,2,1,6,1,36,0.6262353998203055,609.875,0.3131176997493941,0.020496003277960237,7791.0,0.3131176998967562,35-44,Very Low,Small,Very Low,Very Poor
32,Male,Married,0,Graduate,No,28184.0,22650.0,48,1,Urban,C,0.067534450872571,1,1,9,584,1,2023-05-10,2023,5,2,2,0,130,0.8036474595515186,471.875,0.20091186480233672,0.025783664458022795,28184.0,0.20091186488075108,25-34,Very Low,Small,Very Low,Fair
38,Male,Single,0,Graduate,No,27366.0,11400.0,24,1,Rural,C,0.1522824881339994,0,1,9,561,0,2023-09-29,2023,9,3,4,0,272,0.4165753124314843,475.0,0.20828765612440797,0.04921052631147276,27366.0,0.20828765620813097,35-44,Very Low,Small,Low,Fair
22,Female,Single,0,Not Graduate,Yes,69612.0,53102.0,48,0,Semiurban,A,0.0649259119116806,0,3,8,316,1,2023-11-24,2023,11,4,4,0,328,0.7628282480032178,1106.2916666666667,0.1907070619679296,0.005950811645400346,69612.0,0.19070706199806492,18-24,Medium,Large,Very Low,Very Poor
49,Female,Single,0,Graduate,Yes,26067.0,22390.0,36,1,Urban,C,0.1282285399588323,0,10,10,697,1,2023-02-25,2023,2,1,5,1,56,0.8589404227567422,621.9444444444445,0.2863134741204424,0.031129968734652524,26067.0,0.2863134742412637,45-54,Very Low,Small,Low,Good
34,Female,Married,2,Graduate,No,27795.0,27250.0,36,1,Urban,B,0.2771821305462285,0,3,10,609,1,2023-02-04,2023,2,1,5,1,35,0.9803921568627451,756.9444444444445,0.32679738547982606,0.022348623852390875,9265.0,0.3267973856091576,25-34,Very Low,Medium,Medium,Good
46,Male,Married,0,Not Graduate,No,78218.0,62651.0,36,0,Semiurban,C,0.180682739186858,0,7,6,309,1,2023-07-11,2023,7,3,1,0,192,0.8009793142243473,1740.3055555555557,0.2669931047004877,0.004932084084772277,78218.0,0.2669931047380357,45-54,Medium,Large,Low,Very Poor
38,Male,Widowed,1,Graduate,No,30381.0,14463.0,36,0,Semiurban,B,0.2886776194175614,0,9,8,313,1,2023-09-03,2023,9,3,6,1,246,0.4760541127678483,401.75,0.15868470419327158,0.021641429853997,15190.5,0.15868470425072628,35-44,Low,Small,Medium,Very Poor
39,Male,Married,0,Not Graduate,No,26629.0,38602.0,36,1,Rural,A,0.061218615818916,1,5,6,453,1,2023-11-06,2023,11,4,0,0,310,1.4496225919110743,1072.2777777777778,0.48320753041927383,0.011735143256522067,26629.0,0.4832075306188789,35-44,Very Low,Medium,Very Low,Poor
40,Male,Single,1,Graduate,No,62945.0,76027.0,36,1,Semiurban,D,0.1330490494112946,1,6,5,660,1,2023-02-03,2023,2,1,4,0,34,1.2078322344904282,2111.8611111111113,0.40261074475338793,0.008681126441807765,31472.5,0.40261074482374654,35-44,Medium,Large,Low,Good
39,Female,Divorced,0,Graduate,Yes,36606.0,45976.0,48,1,Semiurban,A,0.3969818208717254,1,3,9,586,0,2023-05-31,2023,5,2,2,0,151,1.2559689668360379,957.8333333333334,0.3139922416060781,0.01274578040689173,36606.0,0.31399224170043183,35-44,Low,Medium,High,Fair
41,Male,Married,0,Graduate,No,37944.0,39017.0,48,1,Rural,C,0.1171222214474034,1,6,6,599,1,2023-08-28,2023,8,3,0,0,240,1.0282785157073582,812.8541666666666,0.25706962884553985,0.01535228233807437,37944.0,0.2570696289200646,35-44,Low,Medium,Low,Fair
48,Male,Married,1,Graduate,No,42169.0,54487.0,48,0,Semiurban,D,0.1056503714902019,0,3,3,327,1,2023-02-03,2023,2,1,4,0,34,1.2921103180061182,1135.1458333333333,0.3230275794096058,0.0060014315340172625,21084.5,0.32302757949386923,45-54,Low,Large,Low,Very Poor
36,Male,Single,0,Graduate,No,70955.0,68382.0,48,1,Urban,B,0.068967559070006,1,6,11,709,1,2023-11-04,2023,11,4,5,1,308,0.9637375801564372,1424.625,0.24093439499836214,0.010368225556281358,70955.0,0.24093439503571373,35-44,Medium,Large,Very Low,Very Good
42,Female,Married,0,Graduate,Yes,21655.0,27215.0,48,1,Urban,B,0.2529868305696914,1,10,7,625,0,2023-11-13,2023,11,4,0,0,317,1.2567536365735397,566.9791666666666,0.3141884089692791,0.022965276501085236,21655.0,0.3141884091288761,35-44,Very Low,Medium,Medium,Good
34,Male,Divorced,1,Graduate,No,64357.0,90885.0,24,1,Semiurban,B,0.0711160328915929,0,7,7,531,1,2023-04-14,2023,4,2,4,0,104,1.4122006930093074,3786.875,0.7061003463729943,0.005842548275228668,32178.5,0.7061003464936821,25-34,Medium,Large,Very Low,Fair
49,Male,Married,0,Not Graduate,No,17208.0,5469.0,60,1,Rural,A,0.0925052433061524,0,6,7,518,1,2023-06-05,2023,6,2,0,0,156,0.31781729428172945,91.15,0.0635634588120199,0.09471567012347491,17208.0,0.06356345885265206,45-54,Very Low,Very Small,Very Low,Fair
28,Male,Married,0,Graduate,No,24156.0,27079.0,36,1,Urban,B,0.1278893830826525,0,7,10,592,1,2023-09-28,2023,9,3,3,0,271,1.1210051333002153,752.1944444444445,0.3736683775811108,0.021861959451166514,24156.0,0.3736683777512695,25-34,Very Low,Medium,Low,Fair
53,Female,Married,0,Graduate,No,23194.0,15308.0,48,0,Semiurban,B,0.2359746688366627,0,4,12,370,1,2023-09-10,2023,9,3,6,1,253,0.6599982754160558,318.9166666666667,0.1649995687686473,0.024170368433226393,23194.0,0.16499956884690006,45-54,Very Low,Small,Medium,Very Poor
34,Male,Divorced,1,Graduate,No,33842.0,21563.0,48,0,Urban,A,0.1507081592117388,0,9,9,315,1,2023-05-20,2023,5,2,5,1,140,0.6371668341114591,449.2291666666667,0.15929170847138172,0.014608356906988435,16921.0,0.15929170852315785,25-34,Low,Small,Low,Very Poor
20,Female,Single,0,Graduate,No,24956.0,9660.0,36,1,Urban,B,0.1570409549150967,1,9,8,530,1,2023-05-30,2023,5,2,1,0,150,0.38708126302292034,268.3333333333333,0.12902708761226458,0.05486542442496217,24956.0,0.1290270876691366,18-24,Very Low,Very Small,Low,Fair
36,Female,Married,1,Not Graduate,No,68562.0,99544.0,60,1,Urban,A,0.1711166843734896,1,4,9,592,0,2023-07-31,2023,7,3,0,0,212,1.451882967241329,1659.0666666666666,0.2903765933974429,0.005947118861951026,34281.0,0.2903765934440306,35-44,Medium,Large,Low,Fair
28,Male,Widowed,0,Graduate,No,47100.0,55115.0,24,1,Urban,D,0.2054525938113027,0,3,7,537,0,2023-07-28,2023,7,3,4,0,209,1.1701698513800425,2296.4583333333335,0.585084925540955,0.009743264084010828,47100.0,0.5850849256775991,25-34,Low,Large,Medium,Fair
43,Female,Single,0,Graduate,No,36050.0,10267.0,36,1,Semiurban,C,0.0693635572991982,0,3,6,542,0,2023-11-23,2023,11,4,3,0,327,0.2847988904299584,285.19444444444446,0.09493296344505238,0.05279049380999411,36050.0,0.09493296347401943,35-44,Low,Small,Very Low,Fair
28,Male,Married,5,Not Graduate,No,23409.0,18560.0,24,1,Urban,A,0.2031457734096955,0,1,9,490,0,2023-04-27,2023,4,2,3,0,117,0.7928574479900893,773.3333333333334,0.39642872379182603,0.026400862067543055,3901.5,0.39642872397810974,25-34,Very Low,Small,Medium,Poor
30,Female,Married,1,Graduate,No,73180.0,56095.0,24,1,Semiurban,D,0.1623331137367702,0,2,13,616,0,2023-02-09,2023,2,1,3,0,40,0.7665345722875102,2337.2916666666665,0.3832672860809072,0.01098137088847524,36590.0,0.38326728613851785,25-34,Medium,Large,Low,Good
18,Male,Married,0,Graduate,No,38146.0,12364.0,48,1,Urban,B,0.3730510223116267,1,4,12,591,1,2023-06-05,2023,6,2,0,0,156,0.32412310596130656,257.5833333333333,0.0810307764648359,0.04780006470011323,38146.0,0.08103077648820241,18-24,Low,Small,High,Fair
30,Male,Married,2,Not Graduate,No,32035.0,34404.0,12,1,Semiurban,B,0.2854752975771305,0,3,8,427,1,2023-01-26,2023,1,1,3,0,26,1.0739503667863275,2867.0,1.073950366384036,0.012411347517369744,10678.333333333334,1.0739503667528032,25-34,Low,Medium,Medium,Poor
18,Male,Married,1,Not Graduate,Yes,33927.0,13979.0,60,1,Urban,B,0.1628219834113559,1,6,5,416,1,2023-09-18,2023,9,3,0,0,261,0.41203171515312287,232.98333333333332,0.08240634300147741,0.02975892409830754,16963.5,0.08240634302819563,18-24,Low,Small,Low,Poor
19,Male,Married,0,Graduate,No,32501.0,12612.0,48,1,Urban,C,0.0954310124683736,0,7,7,514,1,2023-08-29,2023,8,3,1,0,241,0.3880495984738931,262.75,0.09701239958265442,0.04075483666026365,32501.0,0.09701239961548837,18-24,Low,Small,Very Low,Fair
42,Female,Single,0,Graduate,No,55439.0,38993.0,36,1,Semiurban,A,0.1355873772949378,1,4,7,642,1,2023-06-21,2023,6,2,2,0,172,0.7033496275185339,1083.138888888889,0.2344498757887636,0.016464493626639026,55439.0,0.23444987583528235,35-44,Low,Medium,Low,Good
42,Male,Married,1,Not Graduate,No,63906.0,30630.0,36,1,Semiurban,A,0.1527790336523652,0,2,8,554,1,2023-09-20,2023,9,3,2,0,263,0.47929771852408226,850.8333333333334,0.1597659061446939,0.018086842963823478,31953.0,0.15976590617219408,35-44,Medium,Medium,Low,Fair
39,Female,Single,3,Graduate,No,22857.0,30850.0,24,1,Rural,C,0.1318319070432842,0,4,7,484,1,2023-08-27,2023,8,3,6,1,239,1.3496959355995974,1285.4166666666667,0.6748479674455014,0.015688816855245095,5714.25,0.674847967770274,35-44,Very Low,Medium,Low,Poor
25,Male,Single,1,Not Graduate,No,26208.0,31387.0,60,1,Urban,E,0.0919810270247194,1,3,8,389,1,2023-12-03,2023,12,4,6,1,337,1.1976114163614164,523.1166666666667,0.23952228316261193,0.01239366616712672,13104.0,0.23952228326314398,25-34,Very Low,Medium,Very Low,Very Poor
34,Female,Widowed,0,Not Graduate,No,26870.0,31805.0,48,0,Semiurban,B,0.0395932474691967,0,3,5,302,1,2023-11-17,2023,11,4,4,0,321,1.1836620766654262,662.6041666666666,0.29591551903420227,0.009495362364109562,26870.0,0.29591551915534364,25-34,Very Low,Medium,Very Low,Very Poor
34,Male,Married,1,Graduate,No,42613.0,38377.0,36,1,Urban,B,0.2421540500555241,1,5,6,632,0,2023-07-21,2023,7,3,4,0,202,0.9005937155328186,1066.0277777777778,0.3001979050930692,0.016468197096790572,21306.5,0.3001979051705615,25-34,Low,Medium,Medium,Good
23,Male,Widowed,0,Graduate,No,59816.0,50957.0,12,1,Semiurban,E,0.0588500579052207,0,4,12,595,1,2023-07-20,2023,7,3,3,0,201,0.8518958138290759,4246.416666666667,0.8518958136581725,0.011676511568348284,59816.0,0.8518958138148339,18-24,Low,Large,Very Low,Fair
50,Male,Single,0,Graduate,No,18278.0,21759.0,36,1,Urban,B,0.2066618832949904,0,4,3,671,0,2023-11-23,2023,11,4,3,0,327,1.1904475325527957,604.4166666666666,0.39681584392374486,0.03083781423636942,18278.0,0.3968158441625552,45-54,Very Low,Small,Medium,Good
43,Female,Married,1,Graduate,No,21521.0,25436.0,24,1,Rural,B,0.0985520116090248,0,3,7,600,1,2023-08-04,2023,8,3,4,0,216,1.181915338506575,1059.8333333333333,0.5909576689237724,0.023588614561110683,10760.5,0.5909576692258279,35-44,Very Low,Medium,Very Low,Fair
32,Male,Single,1,Graduate,Yes,30583.0,18795.0,48,1,Semiurban,E,0.2077420447004775,0,6,7,465,1,2023-01-14,2023,1,1,5,1,14,0.6145571068894484,391.5625,0.1536392766620779,0.024740622504669293,15291.5,0.1536392767173384,25-34,Low,Small,Medium,Poor
35,Male,Married,2,Not Graduate,No,47423.0,26306.0,48,1,Rural,C,0.0337837533530977,1,4,13,466,0,2023-08-12,2023,8,3,5,1,224,0.5547097399995783,548.0416666666666,0.1386774349648034,0.017714589826742393,15807.666666666666,0.1386774349969703,35-44,Low,Medium,Very Low,Poor
37,Male,Married,0,Graduate,No,22686.0,11690.0,36,1,Rural,A,0.0991776819997933,1,4,9,571,1,2023-01-17,2023,1,1,1,0,17,0.5152957771312704,324.72222222222223,0.17176525895289974,0.04884516680506029,22686.0,0.1717652590361854,35-44,Very Low,Small,Very Low,Fair
18,Female,Single,0,Graduate,No,29940.0,38492.0,60,1,Rural,C,0.0539033504443308,0,4,6,448,1,2023-10-08,2023,10,4,6,1,281,1.28563794255177,641.5333333333333,0.2571275884072969,0.011638782084286637,29940.0,0.2571275885017659,18-24,Very Low,Medium,Very Low,Poor
32,Male,Divorced,0,Not Graduate,No,25317.0,17298.0,24,1,Semiurban,D,0.0987395728487118,1,6,13,376,1,2023-06-06,2023,6,2,1,0,157,0.6832563099893352,720.75,0.3416281548327394,0.021736616948679812,25317.0,0.3416281549811736,25-34,Very Low,Small,Very Low,Very Poor
28,Male,Single,1,Graduate,No,53037.0,61031.0,36,1,Rural,B,0.3577606730188756,0,7,5,523,1,2023-11-02,2023,11,4,3,0,306,1.1507249655900598,1695.3055555555557,0.38357498844323334,0.008569415542780399,26518.5,0.3835749885227877,25-34,Low,Large,High,Fair
24,Male,Married,0,Graduate,No,34379.0,25235.0,48,1,Urban,B,0.2571489540951269,1,7,17,549,1,2023-09-21,2023,9,3,3,0,264,0.7340236772448296,525.7291666666666,0.18350591924715462,0.02175549831496907,34379.0,0.18350591930586968,18-24,Low,Medium,Medium,Fair
32,Female,Widowed,2,Graduate,No,25226.0,18880.0,12,1,Urban,A,0.1946216039573865,2,9,6,577,1,2023-09-28,2023,9,3,3,0,271,0.7484341552366606,1573.3333333333333,0.7484341548806308,0.03056144067634738,8408.666666666666,0.7484341552069914,25-34,Very Low,Small,Low,Fair
52,Female,Divorced,2,Graduate,Yes,20167.0,19173.0,36,1,Semiurban,C,0.0480955228862422,1,1,11,584,1,2023-02-12,2023,2,1,6,1,43,0.9507115584866366,532.5833333333334,0.3169038526403111,0.030459500337429744,6722.333333333333,0.31690385281316485,45-54,Very Low,Small,Very Low,Fair
41,Male,Widowed,0,Not Graduate,Yes,29791.0,33914.0,36,1,Rural,C,0.2855963780014784,1,4,3,464,1,2023-06-14,2023,6,2,2,0,165,1.1383975026014568,942.0555555555555,0.3794658340476344,0.013681665388521506,29791.0,0.379465834187748,35-44,Very Low,Medium,Medium,Poor
29,Male,Married,2,Graduate,No,31825.0,17980.0,36,1,Rural,A,0.1584379984095922,0,1,9,550,1,2023-12-29,2023,12,4,4,0,363,0.5649646504320502,499.44444444444446,0.18832155007300785,0.030589543936007255,10608.333333333334,0.18832155013809937,25-34,Low,Small,Low,Fair
40,Male,Single,0,Graduate,No,55473.0,73340.0,36,1,Urban,C,0.1572040251058562,0,5,9,646,0,2023-08-21,2023,8,3,0,0,233,1.3220846177419645,2037.2222222222222,0.4406948724853231,0.008808290155320314,55473.0,0.4406948725727105,35-44,Low,Large,Low,Good
48,Male,Single,2,Graduate,Yes,60420.0,45917.0,48,0,Semiurban,C,0.3071052700152374,3,4,9,344,1,2023-05-31,2023,5,2,2,0,151,0.7599635882158225,956.6041666666666,0.18999089701622157,0.00749177864391202,20140.0,0.18999089705081115,45-54,Medium,Medium,High,Very Poor
44,Male,Married,0,Not Graduate,No,20099.0,13308.0,36,1,Urban,A,0.1715243669096244,0,5,5,573,0,2023-09-07,2023,9,3,3,0,250,0.6621224936564009,369.6666666666667,0.2207074977536947,0.04305680793184124,20099.0,0.2207074978744859,35-44,Very Low,Small,Low,Fair
35,Female,Married,2,Not Graduate,No,59414.0,31730.0,24,1,Semiurban,C,0.2351121955111347,0,5,5,519,0,2023-10-30,2023,10,4,0,0,303,0.5340492139899687,1322.0833333333333,0.2670246069410526,0.016356760163367262,19804.666666666668,0.26702460699049,35-44,Low,Medium,Medium,Fair
28,Male,Single,0,Graduate,No,51859.0,31829.0,24,0,Urban,C,0.0322095009924891,1,3,8,301,1,2023-11-08,2023,11,4,2,0,312,0.6137603887464085,1326.2083333333333,0.3068801943021932,0.009456784692907198,51859.0,0.3068801943672867,25-34,Low,Medium,Very Low,Very Poor
41,Female,Married,1,Not Graduate,No,27847.0,34125.0,36,1,Urban,B,0.0740403675256137,2,5,11,519,1,2023-05-12,2023,5,2,4,0,132,1.2254461880992567,947.9166666666666,0.4084820625237266,0.01520879120834553,13923.5,0.4084820626850834,35-44,Very Low,Medium,Very Low,Fair
38,Male,Married,1,Graduate,No,53048.0,16338.0,24,1,Urban,E,0.0636200894090464,0,3,11,672,0,2023-01-17,2023,1,1,1,0,17,0.3079852209319861,680.75,0.15399261043115833,0.041131105395940074,26524.0,0.15399261046309018,35-44,Low,Small,Very Low,Good
43,Female,Married,0,Graduate,Yes,24438.0,9739.0,60,1,Rural,B,0.0542917323839823,1,8,4,552,1,2023-09-21,2023,9,3,3,0,264,0.3985187003846469,162.31666666666666,0.07970374003779175,0.056679330520928294,24438.0,0.0797037400736679,35-44,Very Low,Very Small,Very Low,Fair
41,Male,Married,0,Not Graduate,No,44481.0,30046.0,48,1,Semiurban,A,0.0615249248347293,0,6,10,499,0,2023-04-22,2023,4,2,5,1,112,0.6754794181785482,625.9583333333334,0.16886985449907965,0.016607867935278978,44481.0,0.16886985454084058,35-44,Low,Medium,Very Low,Poor
45,Male,Married,0,Graduate,No,122102.0,50763.0,36,1,Urban,C,0.1218073872497047,2,6,6,786,0,2023-10-18,2023,10,4,2,0,291,0.41574257587918295,1410.0833333333333,0.1385808586127748,0.015483718456050987,122102.0,0.13858085862525937,45-54,High,Large,Low,Very Good
29,Male,Divorced,0,Graduate,No,40752.0,39415.0,48,1,Semiurban,C,0.1636386189885929,1,5,3,470,0,2023-02-05,2023,2,1,6,1,36,0.967191794267766,821.1458333333334,0.2417979484957407,0.011924394265839798,40752.0,0.24179794856100809,25-34,Low,Medium,Low,Poor
48,Male,Single,0,Graduate,No,30610.0,36617.0,36,0,Rural,E,0.0721205033050739,1,6,10,300,1,2023-05-02,2023,5,2,1,0,122,1.1962430578242405,1017.1388888888889,0.39874768578509295,0.008192915858530384,30610.0,0.39874768592838683,45-54,Low,Medium,Very Low,Very Poor
36,Male,Married,1,Graduate,No,18827.0,7556.0,24,1,Rural,B,0.1754505594816462,0,5,8,550,0,2023-02-16,2023,2,1,3,0,47,0.40133850321347003,314.8333333333333,0.2006692514788319,0.07278983588237296,9413.5,0.2006692515960764,35-44,Very Low,Very Small,Low,Fair
55,Female,Single,1,Graduate,No,37837.0,25145.0,48,0,Rural,B,0.2401198138248139,0,1,6,340,1,2023-06-20,2023,6,2,1,0,171,0.6645611438538996,523.8541666666666,0.16614028591078353,0.01352157486524074,18918.5,0.16614028595908395,55-64,Low,Medium,Medium,Very Poor
28,Female,Single,1,Graduate,No,59811.0,87454.0,48,1,Urban,B,0.1155216805236633,0,2,9,552,0,2023-03-30,2023,3,1,3,0,89,1.4621725100733978,1821.9583333333333,0.3655431274450098,0.006311889679073435,29905.5,0.36554312751223783,25-34,Low,Large,Low,Fair
52,Male,Married,0,Graduate,No,25471.0,13635.0,12,1,Urban,D,0.0623533312022644,0,5,8,689,0,2023-05-28,2023,5,2,6,1,148,0.5353146715872954,1136.25,0.5353146713350957,0.0505317198349445,25471.0,0.5353146715662788,45-54,Very Low,Small,Very Low,Good
36,Male,Divorced,1,Graduate,No,47594.0,25429.0,36,1,Urban,B,0.1439410094693707,0,8,6,542,1,2023-12-23,2023,12,4,5,1,357,0.5342900365592301,706.3611111111111,0.17809667880817273,0.021314247511844183,23797.0,0.1780966788493347,35-44,Low,Medium,Low,Fair
28,Male,Single,2,Graduate,No,31835.0,12075.0,12,1,Semiurban,D,0.0268673154913367,0,7,9,469,1,2023-06-03,2023,6,2,5,1,154,0.3792995131144966,1006.25,0.37929951297152215,0.038840579706928315,10611.666666666666,0.3792995131025821,25-34,Low,Small,Very Low,Poor
30,Male,Married,0,Graduate,No,29755.0,7174.0,36,0,Semiurban,A,0.1796314385711352,0,3,5,317,1,2023-08-02,2023,8,3,2,0,214,0.24110233574189213,199.27777777777777,0.0803674452148857,0.04418734317755961,29755.0,0.0803674452445964,25-34,Very Low,Very Small,Low,Very Poor
31,Male,Married,4,Not Graduate,Yes,46380.0,18115.0,36,1,Urban,B,0.1419544362413438,1,12,11,500,1,2023-02-05,2023,2,1,6,1,36,0.39057783527382495,503.19444444444446,0.1301926117242566,0.0276014352731106,9276.0,0.13019261175513458,25-34,Low,Small,Low,Poor
39,Female,Single,0,Graduate,No,14092.0,8135.0,48,1,Rural,A,0.0622159288130665,1,6,9,448,1,2023-05-08,2023,5,2,0,0,128,0.577277888163497,169.47916666666666,0.14431947191797942,0.05507068223047686,14092.0,0.14431947203063303,35-44,Very Low,Very Small,Very Low,Poor
40,Female,Divorced,1,Not Graduate,Yes,33002.0,38239.0,24,1,Rural,E,0.1771877157562378,1,6,5,469,1,2023-04-22,2023,4,2,5,1,112,1.1586873522816798,1593.2916666666667,0.5793436759301823,0.012264965087678418,16501.0,0.5793436761232852,35-44,Low,Medium,Low,Poor
29,Female,Married,1,Not Graduate,No,59487.0,59656.0,12,0,Semiurban,A,0.136924112921612,0,4,5,300,1,2023-05-13,2023,5,2,5,1,133,1.0028409568477146,4971.333333333333,1.0028409566454166,0.0050288319698768135,29743.5,1.0028409568308565,25-34,Low,Large,Low,Very Poor
34,Male,Single,0,Graduate,No,33110.0,13035.0,36,1,Semiurban,B,0.107356444529864,1,3,10,491,1,2023-12-09,2023,12,4,5,1,343,0.39368770764119604,362.0833333333333,0.1312292358328375,0.03766781741176311,33110.0,0.13122923587643523,25-34,Low,Small,Low,Poor
56,Female,Married,0,Graduate,No,36443.0,33888.0,48,1,Semiurban,A,0.1645960251782286,0,5,8,708,0,2023-01-01,2023,1,1,6,1,1,0.9298905139532969,706.0,0.23247262841177535,0.020892351274171023,36443.0,0.23247262848194516,55-64,Low,Medium,Low,Very Good
52,Female,Married,0,Graduate,No,33983.0,37646.0,36,1,Semiurban,E,0.0458253437371912,2,4,7,664,0,2023-01-23,2023,1,1,0,0,23,1.107789188712003,1045.7222222222222,0.3692630627736077,0.01763799606817091,33983.0,0.3692630628931349,45-54,Low,Medium,Very Low,Good
39,Male,Married,1,Graduate,No,94495.0,124281.0,36,0,Rural,C,0.1731950793698834,1,4,10,390,1,2023-06-28,2023,6,2,2,0,179,1.3152124451029155,3452.25,0.43840414831196517,0.0031380500639426943,47247.5,0.43840414836299907,35-44,Medium,Very Large,Low,Very Poor
35,Male,Married,0,Graduate,Yes,44021.0,63857.0,36,1,Urban,E,0.1202282386996574,0,4,7,650,0,2023-11-05,2023,11,4,6,1,309,1.4506031212375912,1773.8055555555557,0.48353437361405366,0.01017899368886451,44021.0,0.48353437373487956,35-44,Low,Large,Low,Good
36,Female,Single,1,Graduate,No,19186.0,21347.0,48,0,Semiurban,A,0.3793531259702389,0,8,8,300,1,2023-01-15,2023,1,1,6,1,15,1.1126342124465756,444.7291666666667,0.27815855293766795,0.014053496977839813,9593.0,0.27815855309714593,35-44,Very Low,Small,High,Very Poor
41,Male,Married,0,Graduate,No,23553.0,32220.0,36,0,Urban,A,0.080755681452442,0,5,11,300,1,2023-10-07,2023,10,4,5,1,280,1.3679786014520443,895.0,0.45599286691835794,0.009310986964329268,23553.0,0.45599286713132114,35-44,Very Low,Medium,Very Low,Very Poor
24,Male,Single,1,Not Graduate,No,38062.0,22584.0,12,1,Semiurban,B,0.1100659986060454,0,5,9,389,1,2023-12-21,2023,12,4,3,0,355,0.5933476958646419,1882.0,0.5933476956775742,0.017224583775362,19031.0,0.5933476958490529,18-24,Low,Small,Low,Very Poor
32,Male,Divorced,3,Not Graduate,No,68113.0,71708.0,24,1,Semiurban,C,0.1459550938396935,0,4,9,471,1,2023-11-06,2023,11,4,0,0,310,1.0527799392186514,2987.8333333333335,0.5263899695165875,0.006568304791563448,17028.25,0.5263899696015976,25-34,Medium,Large,Low,Poor
18,Male,Married,1,Graduate,No,50541.0,48544.0,24,1,Urban,B,0.2753915312178685,1,1,9,663,0,2023-12-15,2023,12,4,4,0,349,0.9604875249797195,2022.6666666666667,0.48024376237583494,0.013657712590358072,25270.5,0.48024376248035766,18-24,Low,Medium,Medium,Good
38,Male,Single,2,Graduate,Yes,59646.0,38133.0,36,0,Urban,C,0.0174896270093069,0,3,6,347,0,2023-08-22,2023,8,3,1,0,234,0.639321999798813,1059.25,0.21310733322339656,0.009099729892505187,19882.0,0.21310733326269812,35-44,Low,Medium,Very Low,Very Poor
41,Female,Divorced,0,Graduate,No,20642.0,10245.0,12,0,Urban,A,0.1412805788937339,2,4,7,300,1,2023-08-13,2023,8,3,6,1,225,0.4963181862222653,853.75,0.4963181859337361,0.02928257686390604,20642.0,0.49631818619822116,35-44,Very Low,Small,Low,Very Poor
30,Female,Single,1,Graduate,No,49781.0,10960.0,24,1,Urban,C,0.0599836050556229,0,12,4,626,0,2023-12-26,2023,12,4,1,0,360,0.22016431972037526,456.6666666666667,0.11008215983365166,0.0571167883159565,24890.5,0.11008215985797629,25-34,Low,Small,Very Low,Good
50,Female,Married,0,Not Graduate,Yes,25112.0,8166.0,48,1,Semiurban,B,0.2363546662185268,1,4,9,519,0,2023-05-09,2023,5,2,1,0,129,0.32518317935648294,170.125,0.08129579480027281,0.06355620866231249,25112.0,0.08129579483588341,45-54,Very Low,Very Small,Medium,Fair
22,Male,Married,0,Not Graduate,No,34200.0,18791.0,36,1,Rural,C,0.0928112182828904,1,7,8,411,1,2023-06-24,2023,6,2,5,1,175,0.5494444444444444,521.9722222222222,0.18314814808388563,0.021872172847540196,34200.0,0.18314814814279293,18-24,Low,Small,Very Low,Poor
20,Female,Single,1,Graduate,No,55550.0,78703.0,48,1,Urban,C,0.0438282717989627,1,4,5,530,0,2023-02-10,2023,2,1,4,0,41,1.4167956795679568,1639.6458333333333,0.3541989198154745,0.006734177858445877,27775.0,0.354198919885613,18-24,Low,Large,Very Low,Fair
37,Male,Divorced,0,Graduate,Yes,27328.0,16027.0,36,0,Urban,A,0.0468329538597935,0,5,11,320,1,2023-06-24,2023,6,2,5,1,175,0.5864680913348946,445.19444444444446,0.19548936369245687,0.01996630685593272,27328.0,0.1954893637711448,35-44,Very Low,Small,Very Low,Very Poor
45,Male,Married,0,Graduate,No,17674.0,17643.0,60,1,Semiurban,E,0.1084700372167951,1,4,6,546,1,2023-11-15,2023,11,4,2,0,319,0.9982460110897363,294.05,0.19964920208239276,0.03094711783534846,17674.0,0.19964920220665108,45-54,Very Low,Small,Low,Fair
51,Male,Single,0,Not Graduate,No,30210.0,6215.0,60,1,Urban,D,0.0404416058511844,0,1,4,521,1,2023-08-11,2023,8,3,4,0,223,0.20572658060244953,103.58333333333333,0.041145316104146186,0.08382944487790354,30210.0,0.041145316119127924,45-54,Low,Very Small,Very Low,Fair
30,Male,Married,1,Graduate,No,38581.0,39643.0,48,1,Urban,B,0.0616117461371323,1,3,12,594,0,2023-08-11,2023,8,3,4,0,223,1.0275265026826677,825.8958333333334,0.256881625590768,0.014983729787983156,19290.5,0.2568816256640087,25-34,Low,Medium,Very Low,Fair
